DealID,LeadSource,DealStage,Amount,CloseDate,EntryDate,Salesperson
9488,Referral,Prospect,7,2024-12-14,2024-12-12,Jon Boyd
8885,Referral,Closed Won,7,2020-08-31,2020-08-26,Jon Boyd
3647,Referral,Negotiating,6,2020-07-28,2020-07-26,Jon Boyd
2820,Referral,Lead,7,2023-05-09,2023-05-06,Jon Boyd
1144,Referral,Closed Won,6,2020-10-04,2020-09-30,Jon Boyd
8351,Referral,Closed Won,6,2021-05-05,2021-05-01,Jon Boyd
6089,Referral,Closed Won,6,2021-06-18,2021-06-14,Jon Boyd
4450,Referral,Closed Won,6,2021-06-24,2021-06-20,Jon Boyd
4978,Referral,Lead,7,2021-12-10,2021-12-08,Jon Boyd
2390,Referral,Closed Won,6,2021-12-11,2021-12-07,Jon Boyd
5559,Referral,Closed Won,6,2021-12-11,2021-12-07,Jon Boyd
9954,Referral,Negotiating,6,2021-12-17,2021-12-15,Jon Boyd
1087,Referral,Prospect,6,2023-08-13,2023-08-13,Jon Boyd
1870,Referral,Negotiating,6,2023-08-30,2023-08-27,Jon Boyd
92,Referral,Closed Won,6,2023-09-23,2023-09-18,Jon Boyd
5682,Referral,Closed Won,6,2023-10-01,2023-09-25,Jon Boyd
8826,Referral,Lead,7,2021-12-23,2021-12-20,Jon Boyd
9874,Referral,Closed Won,6,2023-12-15,2023-12-11,Jon Boyd
6359,Referral,Closed Won,6,2024-01-29,2024-01-24,Jon Boyd
1929,Referral,Closed Won,6,2024-03-19,2024-03-17,Jon Boyd
645,Referral,Negotiating,6,2024-07-26,2024-07-22,Jon Boyd
8330,Referral,Negotiating,6,2024-10-12,2024-10-07,Jon Boyd
2269,Cold Call,Negotiating,6,2024-12-27,2024-12-21,Jon Boyd
8074,Referral,Closed Won,6,2024-01-06,2024-01-02,Jon Boyd
4773,Referral,Negotiating,6,2024-11-28,2024-11-24,Jon Boyd
6967,Referral,Negotiating,6,2023-07-21,2023-07-17,Jon Boyd
3666,Referral,Closed Won,6,2020-12-14,2020-12-09,Jon Boyd
3660,Referral,Closed Won,6,2021-03-18,2021-03-13,Jon Boyd
6703,Referral,Closed Won,6,2021-05-25,2021-05-21,Jon Boyd
1971,Referral,Negotiating,6,2024-05-12,2024-05-07,Jon Boyd
5761,Referral,Prospect,6,2023-12-31,2023-12-31,Jon Boyd
5681,Referral,Closed Won,6,2023-10-01,2023-09-25,Jon Boyd
3193,Referral,Negotiating,6,2024-06-09,2024-06-05,Jon Boyd
3708,Referral,Closed Won,6,2020-11-28,2020-11-24,Jon Boyd
4644,Referral,Closed Won,6,2021-08-07,2021-08-03,Jon Boyd
4457,Referral,Closed Won,6,2021-09-09,2021-09-04,Jon Boyd
3948,Referral,Closed Won,6,2023-11-23,2023-11-19,Jon Boyd
5442,Referral,Negotiating,6,2024-09-14,2024-09-10,Jon Boyd
9876,Referral,Closed Won,6,2023-01-06,2021-12-30,Jon Boyd
8214,Referral,Closed Won,6,2021-10-03,2021-09-26,Jon Boyd
6194,Cold Call,Negotiating,6,2024-12-27,2024-12-23,Jon Boyd
4234,Referral,Negotiating,6,2024-07-11,2024-07-06,Jon Boyd
1117,Referral,Negotiating,6,2023-07-25,2023-07-23,Jon Boyd
161,Referral,Lead,6,2023-05-13,2023-05-12,Jon Boyd
6427,Referral,Closed Won,6,2023-05-28,2023-05-24,Jon Boyd
2168,Referral,Closed Won,6,2023-10-20,2023-10-14,Jon Boyd
5944,Referral,Closed Won,6,2020-08-30,2020-08-26,Jon Boyd
9414,Referral,Lead,7,2023-09-28,2023-09-27,Jon Boyd
1074,Referral,Closed Won,6,2023-11-20,2023-11-13,Jon Boyd
8551,Referral,Closed Won,6,2021-07-25,2021-07-18,Jon Boyd
5833,Referral,Closed Won,6,2023-07-27,2023-07-22,Jon Boyd
313,Referral,Negotiating,6,2023-09-15,2023-09-13,Jon Boyd
5489,Referral,Closed Won,6,2024-04-05,2024-04-02,Jon Boyd
8756,Referral,Prospect,6,2024-09-11,2024-09-10,Jon Boyd
7955,Referral,Closed Won,6,2020-04-07,2020-04-02,Jon Boyd
1750,Referral,Closed Won,6,2020-04-30,2020-04-26,Jon Boyd
6816,Referral,Closed Won,6,2020-06-22,2020-06-18,Jon Boyd
962,Referral,Closed Won,6,2021-12-02,2021-11-28,Jon Boyd
4771,Referral,Negotiating,6,2023-09-25,2023-09-20,Jon Boyd
6249,Referral,Negotiating,6,2024-06-05,2024-05-30,Jon Boyd
7896,Referral,Negotiating,6,2024-06-26,2024-06-22,Jon Boyd
9543,Referral,Closed Won,6,2021-08-11,2021-08-07,Jon Boyd
5433,Referral,Negotiating,6,2024-10-26,2024-10-22,Jon Boyd
6083,Referral,Closed Won,6,2023-11-28,2023-11-23,Jon Boyd
1024,Referral,Closed Won,6,2021-06-21,2021-06-17,Jon Boyd
7064,Referral,Negotiating,6,2024-09-06,2024-09-01,Jon Boyd
4878,Referral,Closed Won,6,2020-10-10,2020-10-04,Jon Boyd
5626,Referral,Negotiating,6,2020-10-02,2020-09-30,Jon Boyd
5584,Referral,Negotiating,6,2020-12-20,2020-12-16,Jon Boyd
52,Referral,Closed Won,6,2021-04-23,2021-04-19,Jon Boyd
8036,Referral,Lead,5,2021-06-29,2021-06-26,Jon Boyd
5282,Referral,Closed Won,6,2021-09-11,2021-09-06,Jon Boyd
5557,Referral,Closed Won,6,2021-12-19,2021-12-15,Jon Boyd
7872,Referral,Closed Won,6,2023-10-08,2023-10-04,Jon Boyd
6668,Referral,Negotiating,6,2024-05-15,2024-05-13,Jon Boyd
88,Referral,Negotiating,6,2024-11-03,2024-10-27,Jon Boyd
1052,Referral,Lead,7,2021-07-06,2021-07-04,Jon Boyd
7840,Referral,Closed Won,6,2020-04-03,2020-03-29,Jon Boyd
6377,Referral,Lead,5,2023-10-11,2023-10-08,Jon Boyd
8978,Referral,Prospect,6,2024-11-27,2024-11-24,Jon Boyd
5589,Referral,Closed Won,6,2020-07-25,2020-07-20,Jon Boyd
2613,Referral,Closed Won,6,2020-12-01,2020-11-26,Jon Boyd
4609,Referral,Closed Won,6,2021-06-03,2021-05-29,Jon Boyd
2203,Referral,Closed Won,6,2021-09-13,2021-09-07,Jon Boyd
8629,Referral,Closed Won,6,2021-09-13,2021-09-08,Jon Boyd
942,Referral,Closed Won,6,2023-12-21,2023-12-14,Jon Boyd
2924,Referral,Closed Won,6,2020-07-05,2020-06-29,Jon Boyd
7205,Referral,Closed Won,6,2021-09-18,2021-09-11,Jon Boyd
7648,Referral,Lead,5,2023-03-17,2023-03-16,Jon Boyd
8495,Referral,Closed Won,6,2021-10-29,2021-10-24,Jon Boyd
197,Referral,Closed Won,6,2020-03-26,2020-03-22,Jon Boyd
8433,Referral,Negotiating,6,2020-09-19,2020-09-15,Jon Boyd
4139,Referral,Lead,7,2024-01-02,2023-12-31,Jon Boyd
2875,Cold Call,Prospect,6,2025-01-01,2024-12-30,Jon Boyd
8193,Referral,Lead,6,2021-12-04,2021-12-01,Jon Boyd
6109,Referral,Closed Won,6,2023-09-17,2023-09-12,Jon Boyd
1885,Referral,Closed Won,6,2024-01-24,2024-01-20,Jon Boyd
7952,Referral,Closed Won,6,2021-11-25,2021-11-20,Jon Boyd
6418,Referral,Closed Won,6,2023-03-13,2023-03-09,Jon Boyd
9045,Referral,Negotiating,6,2024-12-21,2024-12-17,Jon Boyd
7070,Referral,Closed Won,6,2020-08-15,2020-08-10,Jon Boyd
7159,Referral,Negotiating,6,2023-04-01,2023-03-29,Jon Boyd
2589,Referral,Closed Won,6,2023-05-10,2023-05-06,Jon Boyd
9564,Referral,Lead,6,2023-05-06,2023-05-04,Jon Boyd
276,Referral,Prospect,6,2024-09-18,2024-09-17,Jon Boyd
8050,Referral,Closed Won,6,2020-10-01,2020-09-27,Jon Boyd
4913,Referral,Closed Won,6,2024-01-19,2024-01-15,Jon Boyd
483,Referral,Closed Won,6,2020-07-28,2020-07-23,Jon Boyd
3587,Referral,Negotiating,6,2024-09-09,2024-09-04,Jon Boyd
2918,Referral,Prospect,6,2024-08-31,2024-08-28,Jon Boyd
9002,Referral,Closed Won,6,2020-12-10,2020-12-03,Jon Boyd
9887,Online Ad,Closed Won,6,2020-01-28,2020-01-24,Jon Boyd
5714,Online Ad,Closed Won,6,2020-03-06,2020-03-02,Jon Boyd
6605,Referral,Closed Won,6,2023-06-01,2023-05-27,Jon Boyd
8492,Referral,Negotiating,6,2024-07-12,2024-07-08,Jon Boyd
4542,Referral,Negotiating,6,2024-06-22,2024-06-17,Jon Boyd
3566,Referral,Lead,4,2023-07-07,2023-07-04,Jon Boyd
2611,Referral,Closed Won,6,2020-12-01,2020-11-26,Jon Boyd
9475,Referral,Negotiating,6,2021-06-06,2021-06-01,Jon Boyd
9432,Referral,Prospect,6,2021-06-20,2021-06-20,Jon Boyd
6976,Referral,Closed Won,6,2021-07-03,2021-06-29,Jon Boyd
4762,Referral,Closed Won,6,2024-01-05,2023-12-31,Jon Boyd
6281,Referral,Negotiating,6,2024-05-17,2024-05-13,Jon Boyd
879,Referral,Closed Won,6,2020-09-22,2020-09-18,Jon Boyd
6074,Referral,Closed Won,6,2023-01-05,2022-01-01,Jon Boyd
4850,Referral,Closed Won,6,2020-09-15,2020-09-09,Jon Boyd
9736,Referral,Negotiating,6,2020-11-23,2020-11-20,Jon Boyd
5942,Referral,Negotiating,6,2024-10-15,2024-10-13,Jon Boyd
1492,Referral,Negotiating,6,2024-11-29,2024-11-25,Jon Boyd
515,Referral,Negotiating,6,2024-12-26,2024-12-22,Jon Boyd
7061,Referral,Prospect,6,2023-12-12,2023-12-12,Jon Boyd
1148,Referral,Prospect,6,2021-04-05,2021-04-05,Jon Boyd
3419,Referral,Closed Won,6,2021-05-03,2021-04-28,Jon Boyd
1608,Referral,Negotiating,6,2023-04-25,2023-04-20,Jon Boyd
602,Referral,Closed Won,6,2023-07-22,2023-07-17,Jon Boyd
9009,Referral,Prospect,6,2024-11-19,2024-11-19,Jon Boyd
8398,Referral,Lead,8,2020-09-05,2020-09-04,Jon Boyd
9080,Referral,Closed Won,6,2023-02-24,2023-02-17,Jon Boyd
7452,Referral,Negotiating,6,2024-09-23,2024-09-18,Jon Boyd
5086,Referral,Closed Won,6,2021-06-24,2021-06-20,Jon Boyd
4410,Referral,Closed Won,6,2020-05-12,2020-05-07,Jon Boyd
2334,Referral,Closed Won,6,2024-03-26,2024-03-22,Jon Boyd
2617,Referral,Closed Won,6,2024-04-06,2024-04-02,Jon Boyd
419,Referral,Negotiating,6,2024-11-11,2024-11-07,Jon Boyd
3097,Referral,Prospect,6,2021-08-24,2021-08-24,Jon Boyd
8979,Referral,Negotiating,6,2020-11-06,2020-11-04,Jon Boyd
8590,Referral,Lead,5,2024-02-02,2024-01-30,Jon Boyd
6981,Referral,Lead,6,2020-11-09,2020-11-08,Jon Boyd
2090,Referral,Closed Won,6,2021-10-31,2021-10-27,Jon Boyd
8092,Referral,Closed Won,6,2021-12-15,2021-12-11,Jon Boyd
9617,Referral,Closed Won,6,2023-08-30,2023-08-23,Jon Boyd
9842,Referral,Closed Won,6,2023-10-02,2023-09-26,Jon Boyd
6393,Referral,Closed Won,6,2023-12-20,2023-12-15,Jon Boyd
4551,Referral,Prospect,6,2024-05-03,2024-05-01,Jon Boyd
2398,Referral,Negotiating,6,2024-08-17,2024-08-15,Jon Boyd
7520,Referral,Negotiating,6,2024-12-13,2024-12-10,Jon Boyd
8479,Referral,Negotiating,6,2024-12-25,2024-12-19,Jon Boyd
9922,Referral,Closed Won,6,2020-12-01,2020-11-25,Jon Boyd
3394,Referral,Lead,7,2020-11-26,2020-11-23,Jon Boyd
3969,Referral,Closed Won,6,2021-06-06,2021-06-02,Jon Boyd
6526,Referral,Closed Won,6,2023-07-14,2023-07-08,Jon Boyd
7775,Referral,Lead,6,2023-04-16,2023-04-14,Jon Boyd
4689,Referral,Closed Won,6,2024-04-04,2024-03-31,Jon Boyd
8651,Referral,Prospect,6,2020-09-14,2020-09-14,Jon Boyd
96,Referral,Negotiating,6,2024-11-13,2024-11-07,Jon Boyd
2411,Referral,Closed Won,6,2020-08-07,2020-08-02,Jon Boyd
4943,Referral,Closed Won,6,2021-02-14,2021-02-07,Jon Boyd
1231,Referral,Negotiating,6,2024-11-12,2024-11-07,Jon Boyd
8575,Referral,Prospect,6,2020-09-20,2020-09-20,Jon Boyd
2376,Referral,Closed Won,6,2024-01-31,2024-01-25,Jon Boyd
767,Online Ad,Negotiating,6,2020-01-16,2020-01-14,Jon Boyd
4829,Referral,Closed Won,6,2020-11-09,2020-11-02,Jon Boyd
4796,Referral,Closed Won,6,2021-08-18,2021-08-14,Jon Boyd
1803,Referral,Negotiating,6,2024-09-27,2024-09-23,Jon Boyd
9241,Referral,Negotiating,6,2024-11-03,2024-10-28,Jon Boyd
6904,Referral,Negotiating,6,2024-09-09,2024-09-03,Jon Boyd
7302,Referral,Lead,3,2020-11-22,2020-11-19,Jon Boyd
7606,Referral,Closed Won,6,2023-06-01,2023-05-28,Jon Boyd
2734,Referral,Closed Won,6,2020-07-07,2020-07-03,Jon Boyd
3627,Referral,Negotiating,6,2024-05-22,2024-05-20,Jon Boyd
4588,Referral,Negotiating,6,2024-11-05,2024-11-03,Jon Boyd
9245,Referral,Closed Won,6,2020-07-15,2020-07-10,Jon Boyd
5755,Referral,Negotiating,6,2021-04-04,2021-03-30,Jon Boyd
2753,Referral,Closed Won,6,2021-04-22,2021-04-18,Jon Boyd
7257,Referral,Closed Won,6,2023-06-05,2023-05-31,Jon Boyd
2486,Referral,Negotiating,6,2024-09-04,2024-08-29,Jon Boyd
5829,Referral,Negotiating,6,2024-09-07,2024-09-04,Jon Boyd
3619,Referral,Negotiating,6,2024-09-09,2024-09-05,Jon Boyd
364,Referral,Negotiating,6,2024-10-02,2024-09-26,Jon Boyd
9083,Referral,Negotiating,6,2024-11-07,2024-11-03,Jon Boyd
2244,Referral,Negotiating,6,2024-11-26,2024-11-22,Jon Boyd
4842,Referral,Closed Won,6,2023-12-29,2023-12-24,Jon Boyd
8291,Referral,Closed Won,6,2020-08-17,2020-08-13,Jon Boyd
7185,Referral,Negotiating,6,2024-08-25,2024-08-18,Jon Boyd
3710,Referral,Closed Won,6,2020-11-28,2020-11-24,Jon Boyd
2523,Referral,Closed Won,6,2023-10-22,2023-10-16,Jon Boyd
4420,Referral,Closed Won,5,2020-12-25,2020-12-18,Jon Boyd
7477,Cold Call,Closed Won,5,2020-01-11,2020-01-07,Jon Boyd
7503,Referral,Lead,6,2024-03-31,2024-03-31,Jon Boyd
3932,Referral,Closed Won,5,2023-09-03,2023-08-27,Jon Boyd
3955,Referral,Closed Won,5,2020-04-10,2020-04-05,Jon Boyd
2479,Referral,Closed Won,5,2020-09-20,2020-09-14,Jon Boyd
3402,Referral,Closed Won,5,2020-11-27,2020-11-22,Jon Boyd
1606,Referral,Negotiating,5,2023-04-25,2023-04-20,Jon Boyd
8362,Referral,Closed Won,5,2024-01-05,2024-01-03,Jon Boyd
6705,Referral,Closed Won,5,2021-06-29,2021-06-24,Jon Boyd
8760,Referral,Closed Won,5,2023-07-27,2023-07-23,Jon Boyd
9211,Referral,Negotiating,5,2024-12-15,2024-12-12,Jon Boyd
7192,Referral,Negotiating,5,2023-10-07,2023-10-02,Jon Boyd
3224,Referral,Lead,5,2020-10-06,2020-10-03,Jon Boyd
2691,Referral,Negotiating,5,2024-12-09,2024-12-05,Jon Boyd
6879,Referral,Prospect,5,2021-10-16,2021-10-16,Jon Boyd
8765,Referral,Closed Won,5,2021-11-28,2021-11-22,Jon Boyd
9126,Referral,Negotiating,5,2023-08-21,2023-08-19,Jon Boyd
817,Referral,Closed Won,5,2023-09-20,2023-09-16,Jon Boyd
9751,Referral,Closed Won,5,2023-10-16,2023-10-12,Jon Boyd
6597,Referral,Prospect,5,2024-04-27,2024-04-24,Jon Boyd
1994,Referral,Negotiating,5,2024-07-03,2024-06-26,Jon Boyd
1776,Referral,Closed Won,5,2020-05-04,2020-04-29,Jon Boyd
234,Referral,Closed Won,5,2024-04-13,2024-04-08,Jon Boyd
4880,Referral,Negotiating,5,2024-11-06,2024-11-03,Jon Boyd
9558,Referral,Negotiating,5,2020-10-20,2020-10-18,Jon Boyd
6506,Referral,Closed Won,5,2023-07-01,2023-06-27,Jon Boyd
1555,Referral,Closed Won,5,2021-02-14,2021-02-07,Jon Boyd
1419,Referral,Lead,5,2021-09-25,2021-09-22,Jon Boyd
3055,Referral,Negotiating,5,2023-04-15,2023-04-10,Jon Boyd
6040,Referral,Closed Won,5,2023-09-09,2023-09-05,Jon Boyd
2265,Referral,Negotiating,5,2023-11-17,2023-11-15,Jon Boyd
1726,Referral,Lead,4,2021-12-21,2021-12-20,Jon Boyd
9691,Referral,Lead,7,2024-04-06,2024-04-05,Jon Boyd
7598,Referral,Closed Won,5,2020-09-23,2020-09-18,Jon Boyd
1979,Referral,Closed Won,5,2021-05-13,2021-05-09,Jon Boyd
864,Referral,Negotiating,5,2023-01-08,2023-01-06,Jon Boyd
1254,Referral,Closed Won,5,2024-03-15,2024-03-11,Jon Boyd
4700,Referral,Negotiating,5,2024-05-18,2024-05-12,Jon Boyd
1437,Referral,Negotiating,5,2024-06-28,2024-06-21,Jon Boyd
6398,Referral,Negotiating,5,2024-11-05,2024-11-01,Jon Boyd
3808,Referral,Closed Won,5,2021-11-20,2021-11-13,Jon Boyd
2200,Referral,Closed Won,5,2021-04-03,2021-03-29,Jon Boyd
7697,Referral,Prospect,5,2024-07-06,2024-07-03,Jon Boyd
1321,Referral,Closed Won,5,2024-02-09,2024-02-04,Jon Boyd
4983,Referral,Closed Won,5,2020-11-23,2020-11-17,Jon Boyd
7028,Referral,Closed Won,5,2024-02-06,2024-01-30,Jon Boyd
6003,Referral,Closed Won,5,2020-12-18,2020-12-14,Jon Boyd
5545,Referral,Closed Won,5,2023-12-26,2023-12-20,Jon Boyd
6477,Referral,Negotiating,5,2024-06-11,2024-06-04,Jon Boyd
6730,Referral,Lead,6,2021-06-21,2021-06-19,Jon Boyd
5102,Referral,Prospect,5,2020-03-18,2020-03-18,Jon Boyd
1320,Referral,Closed Won,5,2020-07-06,2020-07-02,Jon Boyd
7005,Referral,Closed Won,5,2020-12-29,2020-12-24,Jon Boyd
1824,Referral,Closed Won,5,2023-02-21,2023-02-17,Jon Boyd
5174,Referral,Lead,3,2021-03-11,2021-03-09,Jon Boyd
7073,Referral,Closed Won,5,2023-07-29,2023-07-24,Jon Boyd
5047,Referral,Negotiating,5,2023-11-14,2023-11-11,Jon Boyd
7445,Referral,Closed Won,5,2024-02-08,2024-02-04,Jon Boyd
3573,Referral,Negotiating,5,2024-07-05,2024-06-30,Jon Boyd
4340,Referral,Negotiating,5,2024-09-02,2024-08-28,Jon Boyd
1903,Referral,Prospect,5,2024-10-23,2024-10-22,Jon Boyd
3161,Referral,Negotiating,5,2020-09-17,2020-09-13,Jon Boyd
1174,Referral,Closed Won,5,2021-10-27,2021-10-23,Jon Boyd
3455,Referral,Closed Won,5,2021-07-15,2021-07-10,Jon Boyd
851,Referral,Negotiating,5,2023-06-26,2023-06-21,Jon Boyd
8684,Referral,Negotiating,5,2024-12-02,2024-11-26,Jon Boyd
7980,Referral,Closed Won,5,2021-09-01,2021-08-28,Jon Boyd
1973,Referral,Closed Won,5,2020-12-20,2020-12-15,Jon Boyd
3464,Referral,Closed Won,5,2023-12-01,2023-11-26,Jon Boyd
7012,Referral,Closed Won,5,2020-05-28,2020-05-24,Jon Boyd
1490,Referral,Closed Won,5,2020-12-07,2020-11-30,Jon Boyd
7878,Referral,Closed Won,5,2021-03-19,2021-03-13,Jon Boyd
2551,Referral,Closed Won,5,2021-08-23,2021-08-17,Jon Boyd
2110,Referral,Prospect,5,2021-11-01,2021-11-01,Jon Boyd
3020,Referral,Closed Won,5,2021-11-15,2021-11-09,Jon Boyd
8644,Referral,Closed Won,5,2021-11-16,2021-11-09,Jon Boyd
4078,Referral,Negotiating,5,2021-12-22,2021-12-20,Jon Boyd
7851,Referral,Closed Won,5,2023-05-07,2023-05-03,Jon Boyd
3718,Referral,Closed Won,5,2023-09-24,2023-09-20,Jon Boyd
6546,Referral,Negotiating,5,2024-05-19,2024-05-15,Jon Boyd
4082,Referral,Closed Won,5,2023-09-30,2023-09-26,Jon Boyd
2260,Referral,Negotiating,5,2021-11-11,2021-11-09,Jon Boyd
352,Referral,Lead,3,2023-09-04,2023-09-02,Jon Boyd
5178,Referral,Closed Won,5,2023-12-31,2023-12-27,Jon Boyd
8022,Referral,Closed Won,5,2020-07-26,2020-07-22,Jon Boyd
7811,Referral,Lead,5,2023-02-16,2023-02-15,Jon Boyd
564,Referral,Lead,4,2021-12-10,2021-12-08,Jon Boyd
1578,Referral,Closed Won,5,2023-05-28,2023-05-24,Jon Boyd
9839,Referral,Closed Won,5,2023-10-02,2023-09-26,Jon Boyd
9966,Referral,Negotiating,5,2023-12-11,2023-12-06,Jon Boyd
340,Referral,Negotiating,5,2021-06-27,2021-06-23,Jon Boyd
7498,Referral,Negotiating,5,2024-07-19,2024-07-15,Jon Boyd
1992,Referral,Closed Won,5,2024-02-29,2024-02-25,Jon Boyd
2294,Referral,Closed Won,5,2021-11-07,2021-11-02,Jon Boyd
3854,Referral,Negotiating,5,2024-06-11,2024-06-07,Jon Boyd
9655,Referral,Closed Won,5,2024-01-28,2024-01-24,Jon Boyd
8220,Referral,Closed Won,5,2020-10-08,2020-10-04,Jon Boyd
2635,Referral,Negotiating,5,2021-07-11,2021-07-06,Jon Boyd
8298,Referral,Closed Won,5,2021-07-12,2021-07-06,Jon Boyd
1099,Referral,Lead,7,2023-06-18,2023-06-15,Jon Boyd
2690,Referral,Lead,5,2020-07-03,2020-07-01,Jon Boyd
9312,Referral,Closed Won,5,2024-03-13,2024-03-07,Jon Boyd
8914,Referral,Negotiating,5,2024-11-09,2024-11-05,Jon Boyd
5011,Referral,Closed Won,5,2021-09-15,2021-09-08,Jon Boyd
1955,Referral,Negotiating,5,2024-09-07,2024-09-03,Jon Boyd
2370,Referral,Closed Won,5,2023-09-28,2023-09-24,Jon Boyd
4409,Referral,Closed Won,5,2023-11-26,2023-11-21,Jon Boyd
7157,Referral,Negotiating,5,2024-05-05,2024-04-30,Jon Boyd
6873,Referral,Lead,5,2021-12-20,2021-12-17,Jon Boyd
7994,Referral,Negotiating,5,2021-11-24,2021-11-21,Jon Boyd
334,Referral,Negotiating,5,2023-04-30,2023-04-26,Jon Boyd
4154,Referral,Negotiating,5,2024-09-12,2024-09-08,Jon Boyd
309,Referral,Prospect,5,2024-04-18,2024-04-16,Jon Boyd
8755,Referral,Prospect,5,2024-09-11,2024-09-10,Jon Boyd
8564,Referral,Negotiating,5,2024-05-05,2024-05-01,Jon Boyd
7791,Referral,Prospect,5,2024-09-20,2024-09-20,Jon Boyd
9780,Referral,Closed Won,5,2020-07-31,2020-07-27,Jon Boyd
9794,Referral,Negotiating,5,2020-05-24,2020-05-22,Jon Boyd
8846,Referral,Negotiating,5,2024-12-24,2024-12-19,Jon Boyd
435,Referral,Closed Won,5,2020-12-26,2020-12-20,Jon Boyd
470,Referral,Negotiating,5,2023-12-21,2023-12-17,Jon Boyd
3577,Referral,Closed Won,5,2023-06-12,2023-06-08,Jon Boyd
3844,Referral,Lead,6,2020-11-01,2020-10-29,Jon Boyd
433,Referral,Closed Won,5,2023-04-22,2023-04-16,Jon Boyd
4801,Referral,Closed Won,5,2023-05-20,2023-05-15,Jon Boyd
8527,Referral,Lead,5,2024-03-17,2024-03-17,Jon Boyd
8238,Referral,Prospect,5,2024-10-21,2024-10-21,Jon Boyd
335,Referral,Negotiating,5,2021-09-05,2021-09-02,Jon Boyd
958,Referral,Negotiating,5,2024-05-19,2024-05-16,Jon Boyd
7075,Referral,Closed Won,5,2023-07-29,2023-07-24,Jon Boyd
3578,Referral,Closed Won,5,2023-06-12,2023-06-08,Jon Boyd
8727,Referral,Closed Won,5,2022-01-01,2021-12-28,Jon Boyd
115,Referral,Negotiating,5,2020-08-28,2020-08-26,Jon Boyd
8251,Referral,Negotiating,5,2021-03-10,2021-03-06,Jon Boyd
8646,Referral,Closed Won,5,2021-11-16,2021-11-09,Jon Boyd
8706,Referral,Closed Won,5,2020-10-06,2020-10-02,Jon Boyd
2197,Referral,Closed Won,5,2023-12-07,2023-12-02,Jon Boyd
1585,Referral,Lead,6,2021-08-13,2021-08-10,Jon Boyd
5868,Referral,Closed Won,5,2023-01-09,2023-01-05,Jon Boyd
1216,Referral,Negotiating,5,2024-09-14,2024-09-10,Jon Boyd
3809,Referral,Closed Won,5,2021-11-20,2021-11-13,Jon Boyd
2879,Referral,Closed Won,5,2023-01-20,2023-01-16,Jon Boyd
1814,Referral,Negotiating,5,2024-11-27,2024-11-21,Jon Boyd
9549,Referral,Negotiating,5,2023-06-21,2023-06-19,Jon Boyd
3283,Referral,Closed Won,5,2020-09-25,2020-09-18,Jon Boyd
745,Referral,Closed Won,5,2023-09-02,2023-08-28,Jon Boyd
3640,Referral,Closed Won,5,2023-11-15,2023-11-11,Jon Boyd
71,Referral,Closed Won,5,2023-09-24,2023-09-19,Jon Boyd
964,Referral,Negotiating,5,2020-09-25,2020-09-23,Jon Boyd
7370,Referral,Negotiating,5,2021-03-12,2021-03-10,Jon Boyd
2051,Referral,Lead,6,2021-07-14,2021-07-12,Jon Boyd
3257,Referral,Closed Won,5,2021-08-15,2021-08-10,Jon Boyd
8785,Referral,Closed Won,5,2024-03-24,2024-03-18,Jon Boyd
9336,Referral,Prospect,5,2024-05-03,2024-05-02,Jon Boyd
1915,Referral,Negotiating,5,2024-05-06,2024-05-01,Jon Boyd
5098,Referral,Closed Won,5,2020-12-11,2020-12-07,Jon Boyd
8924,Referral,Negotiating,5,2024-06-18,2024-06-12,Jon Boyd
5866,Referral,Negotiating,5,2020-08-08,2020-08-06,Jon Boyd
6476,Referral,Negotiating,5,2024-06-11,2024-06-04,Jon Boyd
3542,Referral,Lead,5,2023-09-21,2023-09-19,Jon Boyd
892,Referral,Prospect,5,2024-06-28,2024-06-27,Jon Boyd
2040,Referral,Closed Won,5,2021-06-24,2021-06-19,Jon Boyd
4935,Referral,Closed Won,5,2021-10-05,2021-09-29,Jon Boyd
1215,Referral,Negotiating,5,2024-09-14,2024-09-10,Jon Boyd
6087,Referral,Closed Won,4,2023-11-28,2023-11-23,Jon Boyd
4490,Referral,Closed Won,4,2021-09-12,2021-09-06,Jon Boyd
7433,Referral,Closed Won,4,2020-08-14,2020-08-10,Jon Boyd
7906,Referral,Closed Won,4,2021-10-23,2021-10-16,Jon Boyd
5293,Referral,Prospect,4,2024-06-24,2024-06-21,Jon Boyd
5101,Referral,Prospect,4,2020-03-18,2020-03-18,Jon Boyd
9819,Referral,Closed Won,4,2021-06-13,2021-06-09,Jon Boyd
3959,Referral,Closed Won,4,2023-06-03,2023-05-30,Jon Boyd
7072,Referral,Closed Won,4,2023-07-29,2023-07-24,Jon Boyd
7496,Referral,Negotiating,4,2024-07-19,2024-07-15,Jon Boyd
8240,Referral,Prospect,4,2024-10-21,2024-10-21,Jon Boyd
6531,Online Ad,Closed Won,4,2020-02-28,2020-02-24,Jon Boyd
3930,Referral,Lead,5,2023-03-18,2023-03-15,Jon Boyd
5790,Referral,Closed Won,4,2024-04-15,2024-04-11,Jon Boyd
1060,Referral,Closed Won,4,2023-12-02,2023-11-25,Jon Boyd
9498,Referral,Prospect,4,2024-11-08,2024-11-06,Jon Boyd
3725,Referral,Lead,7,2024-04-06,2024-04-04,Jon Boyd
3885,Referral,Closed Won,4,2020-07-13,2020-07-06,Jon Boyd
1075,Referral,Closed Won,4,2023-11-20,2023-11-13,Jon Boyd
